ID,,Geography,,,Districts,,,MyCampaign,,DVC Universe,,Expected Vote,,Turf Assignment,
VAN Precinct ID,DNC Precinct ID,State,County,Precinct Name,CD,SD,HD,Historic Vols,Total MyC,Mid Support DVC,High Support DVC,Exp Vote,Exp Dem,Region,Organizer
348836,833701,GA,Fulton,11e2,5,38,59,5,33,19,458,504.803,465.3858188,,
824910,833577,GA,Fulton,11e3,5,38,59,27,138,74,1254,1546.6746,1423.550596,,
348837,833413,GA,Fulton,11g,5,39,59,7,43,32,645,622.0678,564.5574394,,
348838,946339,GA,Fulton,11h,5,38,56,4,23,24,284,343.5174,308.0732201,,
348840,833557,GA,Fulton,11j,5,38,59,7,50,30,508,807.8695,748.5575,,
348841,833449,GA,Fulton,11k,5,39,58,15,86,45,680,951.9195,869.8039168,,
348843,833640,GA,Fulton,11m,5,38,58,11,72,23,441,695.0451,647.5270167,,
2029399,1088205,GA,Fulton,11m1,5,38,58,12,66,39,628,689.4776,632.7516616,,
348844,833469,GA,Fulton,11n,5,38,58,11,95,44,784,1220.4368,1125.96416,,
348845,833474,GA,Fulton,11p,5,38,59,3,57,48,851,958.7099,878.2880626,,
348846,654810,GA,Fulton,11r,5,39,58,5,18,28,621,517.6307,468.4456501,,
348847,833323,GA,Fulton,12a,5,36,59,19,87,69,619,957.4468,867.1039909,,
2029407,1088206,GA,Fulton,12a1,5,36,59,45,187,125,1194,1702.9131,1531.225288,,
348850,833687,GA,Fulton,12d,5,36,62,9,39,31,584,573.5504,519.1079697,,
348851,833616,GA,Fulton,1.20E+02,5,36,62,3,25,47,570,508.4639,453.4522329,,
348852,833539,GA,Fulton,12f,5,36,62,1,26,25,386,405.7004,365.8302276,,
348853,833647,GA,Fulton,12g,5,36,62,4,17,17,280,348.5942,318.063093,,
1897941,1011366,GA,Fulton,12h1,5,36,63,3,14,11,279,218.5482,195.9883472,,
1897942,1011367,GA,Fulton,12h2,5,36,63,15,83,36,945,1068.6257,977.6981431,,
1812049,990709,GA,Fulton,12i,5,39,59,1,17,16,329,343.3586,313.6904513,,
348855,833420,GA,Fulton,12j,5,36,63,12,69,58,1305,1023.3426,921.300111,,
1812050,990710,GA,Fulton,12k,5,36,59,25,136,106,1248,1353.0821,1208.771967,,
348856,710802,GA,Fulton,12l,5,39,59,2,13,10,199,189.4179,170.2655646,,
348857,620539,GA,Fulton,12m,5,36,63,10,70,61,1265,1205.9219,1097.551855,,
1812051,990711,GA,Fulton,12n,5,36,59,4,30,29,424,348.7913,309.5424097,,
348858,833231,GA,Fulton,12s,5,36,59,10,75,47,675,774.2603,706.3430839,,
1743908,950928,GA,Fulton,AP01D,7,14,48,1,19,228,387,577.9623,368.5205129,,
1743910,950930,GA,Fulton,AP021,7,21,49,12,58,563,865,2094.3547,1084.882995,,
1743911,950931,GA,Fulton,AP022,7,21,49,6,29,410,605,1278.6988,733.1325593,,
1743912,950932,GA,Fulton,AP02B,7,14,48,5,14,153,268,454.7091,274.0765818,,
1743913,950933,GA,Fulton,AP04A,7,21,49,9,45,288,386,1231.9823,612.9311909,,
1743914,950934,GA,Fulton,AP04B,7,21,49,3,11,108,159,343.0593,199.5307106,,
348860,833264,GA,Fulton,Ap01a,7,14,49,25,108,1219,2025,3229.0965,1892.990123,,
348861,833565,GA,Fulton,Ap01b,7,21,49,5,33,342,526,830.6594,475.368259,,
810237,654837,GA,Fulton,Ap01c,7,14,49,11,54,484,692,1537.5199,847.3868439,,
2206522,1116493,GA,Fulton,Ap023,7,21,48,6,30,199,343,556.3494,348.308393,,
348863,833236,GA,Fulton,Ap03,7,14,48,1,14,96,329,309.5589,211.1422447,,
348865,833555,GA,Fulton,Ap05,7,48,25,27,110,916,1515,3003.3951,1642.23252,,
348866,833473,GA,Fulton,Ap06,7,21,49,11,30,329,338,1317.5835,620.3136231,,
348867,833415,GA,Fulton,Ap07a,7,21,47,25,92,924,1261,3069.6771,1646.662427,,
2244896,1124897,GA,Fulton,Ap07c,7,21,49,3,11,249,243,657.5889,325.1823484,,
810238,628642,GA,Fulton,Ap09a,7,48,25,15,84,963,1607,2614.06,1561.613703,,
810239,657106,GA,Fulton,Ap09b,7,48,50,2,20,178,426,547.7304,366.614401,,
348870,833405,GA,Fulton,Ap10,7,21,49,5,22,223,161,682.8502,318.973849,,
1701090,946341,GA,Fulton,Ap12a,7,21,47,6,14,158,262,366.8785,236.9735472,,
1812052,990712,GA,Fulton,Ap12b,7,21,47,2,16,197,477,508.8997,340.8592424,,
1827718,995903,GA,Fulton,Ap12c,7,21,49,12,59,484,566,1577.1104,754.9057192,,
348873,946342,GA,Fulton,Ap14,7,14,49,1,3,33,98,87.7661,68.03868078,,
2206515,833267,GA,Fulton,Ap14a,7,14,48,22,72,702,965,2032.5636,1154.476286,,
1743915,950935,GA,Fulton,CP011,5,36,63,14,58,64,424,614.4681,503.4171973,,
1743916,950936,GA,Fulton,CP012,5,36,62,12,77,82,486,782.1491,653.7510939,,
1743917,950937,GA,Fulton,CP083,6,39,63,,1,0,66,48.094,43.38307188,,
810262,620569,GA,Fulton,Ch01,6,28,65,2,5,35,156,240.3073,171.7485482,,
2329891,1142657,GA,Fulton,Ch01b,6,38,67,,,0,0,4.0243,3.792798757,,
810263,618419,GA,Fulton,Ch02,6,28,65,1,25,59,165,399.398,258.1022175,,
810264,709099,GA,Fulton,Ch03,6,28,65,1,7,42,62,322.605,122.5390383,,
1701091,946343,GA,Fulton,Ch04a,6,28,65,13,45,118,174,511.752,335.3604762,,
810266,636943,GA,Fulton,Ch05,6,28,65,2,13,56,62,316.0128,131.0199985,,
2343798,1144188,GA,Fulton,Ch05a,6,38,65,,1,3,3,10.6532,5.072942446,,
348877,833697,GA,Fulton,Cp01b,5,36,63,3,19,32,167,241.2217,189.6797286,,
348878,946344,GA,Fulton,Cp02,5,36,63,7,51,50,447,550.7716,470.0441224,,
1937041,1063641,GA,Fulton,Cp04a,5,36,63,,,1,4,2.7153,2.145489686,,
348881,663579,GA,Fulton,Cp05b,5,36,63,,,2,50,46.0549,41.56011509,,
2206519,1116494,GA,Fulton,Cp05c,5,36,62,11,73,47,680,871.3181,794.7567576,,
1854549,1000462,GA,Fulton,Cp06a,6,36,63,,6,13,218,142.8109,127.3388113,,
1854550,1000463,GA,Fulton,Cp06b,6,36,63,,,0,1,0.2731,0.2453552438,,
348883,833571,GA,Fulton,Cp07a,5,36,62,,18,12,247,187.6773,168.6533725,,
348884,628634,GA,Fulton,Cp07b,5,36,63,,2,4,21,21.0351,17.52362708,,
1937043,1063643,GA,Fulton,Cp07c,5,39,62,,2,3,81,49.88,43.95632782,,
1827719,995904,GA,Fulton,Cp07d,5,36,62,,,0,26,18.8495,16.96393186,,
1701092,946345,GA,Fulton,Cp081,6,39,63,2,6,5,160,106.1117,93.9794908,,
1937044,1063644,GA,Fulton,Cp084,6,39,62,,1,0,12,5.0136,4.198337226,,
348885,833325,GA,Fulton,Cp08a,6,39,63,,3,4,140,84.7767,74.21667451,,
348888,922977,GA,Fulton,Ep01a,5,39,62,22,102,112,895,1327.4707,1167.580362,,
1572184,922978,GA,Fulton,Ep01b,5,39,59,6,57,63,712,987.8991,888.3175745,,
2206511,1116495,GA,Fulton,Ep01c,5,39,62,6,19,35,267,311.2235,273.069583,,
1811002,1139733,GA,Fulton,Ep01d,5,39,62,2,14,16,164,178.4999,157.922848,,
1902343,1011926,GA,Fulton,Ep02a,5,36,63,7,61,59,821,826.2252,741.3208023,,
1902344,1011927,GA,Fulton,Ep02b,5,36,62,21,98,82,542,971.1977,836.8541983,,
1902345,1011928,GA,Fulton,Ep02c,5,36,63,5,16,27,196,232.193,193.390734,,
1937045,1063645,GA,Fulton,Ep02d,5,39,62,6,34,14,245,271.3157,248.6125511,,
1937046,1063646,GA,Fulton,Ep02e,5,36,62,9,50,46,473,534.2915,473.6627843,,
348890,950938,GA,Fulton,Ep03a,5,39,62,24,143,95,1027,1773.5985,1616.049121,,
1901068,1011446,GA,Fulton,Ep03b,5,39,62,17,70,26,480,863.135,794.6034686,,
1771375,1139734,GA,Fulton,Ep03c,5,39,62,5,26,24,342,359.3663,324.7993637,,
1897943,1011368,GA,Fulton,Ep04a,5,39,62,9,66,49,1200,968.2772,878.0588727,,
1897944,1011369,GA,Fulton,Ep04b,6,39,65,15,109,51,1016,1202.2816,1107.197584,,
2029411,1088207,GA,Fulton,Ep04c,5,39,62,5,27,7,113,220.2948,203.4209865,,
348891,1139736,GA,Fulton,Ep04d,5,39,62,11,91,35,648,915.9262,845.1149309,,
348899,833496,GA,Fulton,Fa01a,6,38,67,23,127,138,1599,1960.6661,1710.503611,,
348900,668714,GA,Fulton,Fa01b,6,38,67,27,201,243,2929,3179.5538,2793.326706,,
1937047,1063647,GA,Fulton,Fa01c,6,38,68,1,29,23,332,343.1377,309.1750543,,
2029416,1088208,GA,Fulton,Fa01d,6,38,67,1,6,21,192,181.9527,148.8946025,,
1992254,1073043,GA,Fulton,Fc02,6,35,61,,2,6,39,35.8716,27.02617154,,
348901,833342,GA,Fulton,Hp01,5,36,63,23,133,304,1487,1903.2805,1467.339936,,
348902,833262,GA,Fulton,Jc01,7,48,50,23,89,794,1749,2326.671,1542.622376,,
2029406,1088209,GA,Fulton,Jc01a,7,48,50,14,43,447,1256,1261.7722,927.4315371,,
348903,833441,GA,Fulton,Jc02,7,48,50,17,67,742,1593,1827.5835,1204.965168,,
1771376,976469,GA,Fulton,Jc03a,7,48,50,4,13,126,215,375.0683,231.0705959,,
1701093,946348,GA,Fulton,Jc03b,7,48,50,5,38,320,759,939.0324,644.8239009,,
348905,833227,GA,Fulton,Jc04a,7,48,50,21,90,709,1088,2061.8886,1274.717751,,
348906,695803,GA,Fulton,Jc04b,7,48,50,,8,68,150,196.6792,138.0296891,,
1996019,1073340,GA,Fulton,Jc04c,7,48,50,7,30,273,519,802.6825,529.6284395,,
348907,833338,GA,Fulton,Jc05,7,48,50,14,51,490,840,1363.3152,862.9644638,,
348908,833702,GA,Fulton,Jc06,7,48,50,12,55,544,1040,1630.0308,919.6210943,,
348909,833421,GA,Fulton,Jc07,7,48,50,20,98,936,2094,2746.3042,1765.888921,,
348910,833651,GA,Fulton,Jc08,7,48,50,12,53,578,1009,1873.5809,1105.083821,,
348911,833620,GA,Fulton,Jc09,7,48,50,16,78,707,1306,1923.9786,1228.198751,,
348912,833595,GA,Fulton,Jc10,7,48,50,12,62,516,974,1462.2749,963.0595047,,
348913,833242,GA,Fulton,Jc11,7,48,50,8,42,647,996,2034.9829,1056.561678,,
348914,946349,GA,Fulton,Jc12,7,48,48,11,44,546,752,1902.4972,908.1737881,,
348916,833418,GA,Fulton,Jc13a,7,48,48,10,40,467,555,1596.3162,770.7786591,,
348917,833471,GA,Fulton,Jc13b,7,48,48,,2,44,49,209.4391,83.54882227,,
348918,833534,GA,Fulton,Jc14,7,48,48,16,67,528,802,1625.77,914.158268,,
348919,833427,GA,Fulton,Jc15,7,14,48,1,13,202,439,527.9681,355.1716448,,
348920,833451,GA,Fulton,Jc16,7,14,48,7,50,539,769,1765.5742,1027.344236,,
348922,833543,GA,Fulton,Jc18,7,14,48,23,70,518,661,1961.4037,1056.894649,,
348923,833646,GA,Fulton,Jc19,7,14,51,9,42,228,412,881.7084,534.9996635,,
2206520,1116496,GA,Fulton,Jc19a,7,14,48,14,78,521,779,1838.0505,1087.247389,,
810276,717410,GA,Fulton,Ml01a,7,21,49,15,56,614,716,2107.7576,1019.587503,,
810277,677482,GA,Fulton,Ml01b,7,21,47,2,11,130,103,457.4347,204.3578179,,
2206523,1116497,GA,Fulton,Ml01c,7,21,49,1,4,27,28,104.1318,48.26274625,,
348925,833630,GA,Fulton,Ml02a,7,21,47,6,32,498,405,1837.01,747.6414294,,
348926,833249,GA,Fulton,Ml02b,7,21,47,6,36,397,291,1342.2406,560.1147652,,
348927,833619,GA,Fulton,Ml03,7,21,47,14,67,635,554,2372.736,1014.280427,,
2029400,1088210,GA,Fulton,Ml03a,7,21,47,,3,113,63,361.5695,138.3570624,,
348928,833515,GA,Fulton,Ml04,7,21,47,14,61,719,660,2253.9911,1084.287425,,
348929,833353,GA,Fulton,Ml05,7,21,47,17,96,969,1310,2921.653,1614.25874,,
1812063,990723,GA,Fulton,Ml06a,7,21,47,6,50,367,865,969.7004,665.1073103,,
1812064,990724,GA,Fulton,Ml06b,7,21,47,10,67,578,1122,1697.3663,1112.96913,,
1701095,946351,GA,Fulton,Ml07a,7,21,47,2,9,175,146,616.1775,258.6825864,,
1701096,946352,GA,Fulton,Ml07b,7,21,47,6,32,398,408,1176.9876,571.5930635,,
348932,833628,GA,Fulton,Mp01,7,56,47,4,16,86,59,350.9156,187.3438379,,
348939,833291,GA,Fulton,Pa01,6,38,67,6,64,207,1264,1524.9057,1189.678146,,
348940,833582,GA,Fulton,Rw01,7,56,49,37,128,920,913,3581.4973,1791.126932,,
348941,833552,GA,Fulton,Rw02,7,56,53,31,118,797,986,2930.7359,1616.154587,,
348942,946353,GA,Fulton,Rw03,7,14,51,3,19,91,99,351.0673,182.2971249,,
1701182,833661,GA,Fulton,Rw03a,7,14,51,9,22,93,171,437.7549,263.2057053,,
2206509,652733,GA,Fulton,Rw03b,7,14,53,12,41,354,597,1125.0037,676.8777446,,
2206505,1116498,GA,Fulton,Rw03c,7,14,53,5,41,317,671,981.9532,621.3576685,,
348944,833314,GA,Fulton,Rw04,7,14,51,16,72,317,433,1349.6554,776.7230222,,
348945,833590,GA,Fulton,Rw05,7,14,48,6,43,360,749,1125.1274,725.4830956,,
2206512,1116499,GA,Fulton,Rw05a,7,14,48,2,14,104,362,381.0714,268.4509671,,
348946,833288,GA,Fulton,Rw06,7,14,51,23,91,605,969,1995.4332,1236.520242,,
1820439,833302,GA,Fulton,Rw07a,7,14,51,,9,104,642,492.4082,395.1782363,,
348948,833503,GA,Fulton,Rw07b,7,14,48,,4,95,287,222.4408,147.5093702,,
348949,833654,GA,Fulton,Rw08,7,56,49,15,53,425,531,1748.0039,841.010228,,
348950,833301,GA,Fulton,Rw09,7,56,49,16,77,613,630,2876.2527,1297.408967,,
2029409,1088211,GA,Fulton,Rw09a,7,21,47,11,57,451,474,1776.6243,847.3461197,,
348951,833570,GA,Fulton,Rw10,7,56,53,17,69,431,406,1945.917,927.1509905,,
2206516,1116500,GA,Fulton,Rw10a,7,56,53,7,28,192,169,721.4213,342.0318056,,
348952,833468,GA,Fulton,Rw11a,7,56,53,22,85,490,764,1710.388,983.230319,,
1811004,990211,GA,Fulton,Rw12,7,56,49,21,71,559,542,2201.2703,1108.751944,,
348953,833280,GA,Fulton,Rw12a,7,21,49,20,58,602,806,2327.3489,1236.898022,,
348956,833536,GA,Fulton,Rw13,7,14,48,18,78,652,927,2480.2121,1360.770382,,
348958,833233,GA,Fulton,Rw16,7,56,49,10,37,423,545,1481.5135,796.1675731,,
348959,833382,GA,Fulton,Rw17,7,14,51,19,89,455,890,1809.8467,1180.506124,,
348961,833649,GA,Fulton,Rw19,7,21,47,12,52,467,437,1508.3385,768.1311401,,
348962,833656,GA,Fulton,Rw20,7,14,51,45,172,1265,2437,4366.9931,2702.81015,,
810292,586403,GA,Fulton,Rw21a,7,14,51,27,105,609,743,2285.7677,1153.796381,,
1743923,950944,GA,Fulton,SC211,6,38,68,12,72,65,1086,1108.4011,992.1385911,,
1743924,950945,GA,Fulton,SC212,6,38,68,23,160,133,2326,2363.8543,2131.787336,,
1743925,950946,GA,Fulton,SC30A,6,35,55,4,13,7,38,93.7793,86.33669351,,
1743926,950947,GA,Fulton,SC30B,6,35,55,8,38,22,327,400.743,368.1973767,,
1743927,950948,GA,Fulton,SS19A,7,14,53,13,56,392,1189,1431.4527,1048.14192,,
1743928,950949,GA,Fulton,SS29A,7,14,52,2,10,85,156,249.4164,172.509574,,
1812067,990727,GA,Fulton,Sc01a,6,35,61,3,11,5,117,141.7797,129.6600342,,
1701097,946355,GA,Fulton,Sc01b,6,35,65,18,109,50,894,1336.1761,1233.781557,,
1901688,1011741,GA,Fulton,Sc01c,6,35,61,29,144,60,1017,1651.4628,1528.35369,,
1947904,1067726,GA,Fulton,Sc01d,6,35,65,2,3,6,18,50.2512,45.52561319,,
348966,833284,GA,Fulton,Sc02,6,35,61,11,56,19,161,454.2752,419.228986,,
2206510,1116501,GA,Fulton,Sc02a,6,35,61,5,43,19,258,495.0166,456.3810953,,
1701098,946356,GA,Fulton,Sc05a,6,28,65,4,23,12,336,366.9523,337.0037648,,
1701099,946357,GA,Fulton,Sc05b,6,38,65,10,35,13,501,638.7864,593.0933395,,
2206521,1116502,GA,Fulton,Sc05c,6,28,65,16,113,42,896,1271.7743,1172.72646,,
1820440,993738,GA,Fulton,Sc05d,6,28,65,14,105,36,910,1081.3017,987.5375039,,
1901069,1011447,GA,Fulton,Sc05e,6,28,65,4,20,23,258,349.4373,306.6864657,,
2329888,1142659,GA,Fulton,Sc05g,6,28,65,3,47,58,732,914.6676,832.2323602,,
2341794,1144010,GA,Fulton,Sc05h,6,38,65,1,15,6,152,229.9889,207.8243975,,
810306,946358,GA,Fulton,Sc07a,6,38,67,29,250,227,2752,3368.6359,2975.555038,,
1901689,1011742,GA,Fulton,Sc07c,6,38,68,,,0,1,2.3661,2.198378386,,
2029420,1088212,GA,Fulton,Sc07d,6,38,65,5,40,31,529,490.7401,439.4915447,,
2329896,1142660,GA,Fulton,Sc07f,6,38,67,,1,3,38,44.3045,38.78686234,,
824913,946360,GA,Fulton,Sc08b,6,39,68,12,81,69,1410,1622.8603,1479.324153,,
810308,946361,GA,Fulton,Sc08c,6,38,65,1,4,1,41,57.8663,54.26013287,,
1701100,946362,GA,Fulton,Sc08d,6,39,63,4,19,9,269,282.8176,257.8624866,,
1701101,946363,GA,Fulton,Sc08e,6,38,68,2,14,13,338,317.2739,288.883371,,
1701102,946364,GA,Fulton,Sc08f,6,38,68,2,11,12,319,328.961,302.375322,,
1827720,995905,GA,Fulton,Sc08g,6,38,68,,,1,7,4.1021,3.351161612,,
2244898,1124898,GA,Fulton,Sc08i,6,38,68,,1,0,75,83.6351,75.08821661,,
2244894,1124899,GA,Fulton,Sc08j,6,39,62,,1,2,18,14.7775,13.4220484,,
2329884,1142661,GA,Fulton,Sc08k,6,39,68,4,25,15,362,426.636,391.1359007,,
1701103,946365,GA,Fulton,Sc09a,6,39,63,8,43,32,593,697.7042,638.6423296,,
1701104,946366,GA,Fulton,Sc09b,6,39,69,14,80,33,878,1060.7169,977.257438,,
1901690,1011743,GA,Fulton,Sc09c,6,39,69,8,45,26,613,800.5207,736.0617345,,
810309,833556,GA,Fulton,Sc10,6,39,63,6,28,24,487,544.6923,497.6875196,,
1701105,946367,GA,Fulton,Sc11a,6,39,69,9,35,50,740,817.4374,741.4850039,,
1701106,946368,GA,Fulton,Sc11b,6,39,69,3,39,43,725,866.5563,790.7083038,,
1896808,1011282,GA,Fulton,Sc13,6,28,65,12,129,159,1545,1945.6392,1657.320193,,
348976,833513,GA,Fulton,Sc13a,6,28,67,6,38,31,565,560.762,506.8912489,,
1937048,1063648,GA,Fulton,Sc14a,6,35,60,6,27,22,350,377.2265,346.0861384,,
1896809,1011283,GA,Fulton,Sc15,6,35,65,20,134,112,1875,2151.0052,1937.972946,,
2029414,1088213,GA,Fulton,Sc15a,6,35,65,21,150,47,1118,1690.8022,1569.929851,,
2329897,1142662,GA,Fulton,Sc15b,6,35,65,5,24,16,331,375.4791,344.3621819,,
810312,946370,GA,Fulton,Sc17a,6,38,65,1,13,1,113,111.5504,102.5927822,,
1812068,990728,GA,Fulton,Sc17b,6,38,68,,,0,1,0.3792,0.2694056917,,
1701107,946371,GA,Fulton,Sc17c,6,39,68,7,30,25,394,549.3199,502.9570586,,
2329887,1142663,GA,Fulton,Sc17d,6,39,68,2,7,4,65,64.4249,57.81509246,,
1771378,976471,GA,Fulton,Sc18a,6,38,65,2,27,11,220,282.9659,259.5053412,,
810314,946372,GA,Fulton,Sc18b,6,38,65,16,102,50,783,995.8297,915.1133621,,
1901071,1011449,GA,Fulton,Sc18c,6,38,65,18,102,38,579,1098.4219,1016.012994,,
2206504,1116504,GA,Fulton,Sc18d,6,38,65,2,14,8,155,238.1993,215.8062261,,
348983,946373,GA,Fulton,Sc19a,6,39,65,1,10,8,70,117.1198,106.8786546,,
1701108,946374,GA,Fulton,Sc19b,6,39,62,4,26,13,381,455.0972,413.7196531,,
2329886,1142664,GA,Fulton,Sc19c,6,39,62,2,14,10,115,126.5545,114.9711471,,
1901072,1011450,GA,Fulton,Sc20,6,35,65,31,171,43,968,1585.2791,1467.615184,,
2329899,1142665,GA,Fulton,Sc20a,6,35,65,6,15,0,65,121.1512,114.6890451,,
1701110,946376,GA,Fulton,Sc23a,6,39,69,11,101,69,1672,1707.773,1560.963529,,
1701111,946377,GA,Fulton,Sc23b,6,39,69,4,20,14,245,263.3621,238.9739835,,
1901073,1011451,GA,Fulton,Sc23c,6,39,69,11,66,34,914,1006.155,926.657558,,
2329889,1142666,GA,Fulton,Sc23d,6,39,69,1,6,3,101,121.0655,109.4650931,,
348986,833690,GA,Fulton,Sc27,6,39,63,11,57,37,759,1105.592,1021.930963,,
810316,946378,GA,Fulton,Sc29a,6,38,69,9,55,64,847,922.1384,825.5135582,,
2329898,1142667,GA,Fulton,Sc29c,6,38,69,3,25,25,430,467.7785,423.4523026,,
2041885,1092889,GA,Fulton,Sc31,6,35,61,19,159,61,1180,1639.1159,1516.140733,,
2041886,1092890,GA,Fulton,Sc32,6,35,61,24,115,42,731,1336.0646,1243.1126,,
348989,833387,GA,Fulton,Ss01,7,14,51,30,120,614,611,2570.9556,1364.948941,,
2206506,1116505,GA,Fulton,Ss01a,7,14,51,7,22,205,319,821.6319,446.3784835,,
348990,833667,GA,Fulton,Ss02a,7,14,53,10,39,179,383,730.311,462.266752,,
348991,833312,GA,Fulton,Ss02b,7,14,52,6,42,164,496,695.6417,509.7385636,,
348992,833518,GA,Fulton,Ss03,7,14,52,4,19,155,233,494.0463,311.5742566,,
2206518,1116506,GA,Fulton,Ss03a,7,14,52,11,27,163,308,512.4893,325.9257709,,
348993,833403,GA,Fulton,Ss04,7,14,52,21,107,606,1443,2041.7145,1409.486574,,
2206508,1116507,GA,Fulton,Ss04a,7,14,52,2,3,19,65,88.6916,62.7068137,,
348994,833263,GA,Fulton,Ss05,7,14,53,20,66,393,377,1364.2125,796.2854571,,
348995,833681,GA,Fulton,Ss06,6,14,52,11,39,268,263,791.2759,440.4968014,,
2341784,1144012,GA,Fulton,Ss06a,7,14,52,9,28,141,123,468.2526,293.8450837,,
348996,833584,GA,Fulton,Ss07a,7,14,52,13,42,220,310,866.8915,482.2649617,,
348997,833399,GA,Fulton,Ss07b,6,14,52,4,22,140,397,544.1676,377.8770675,,
348998,833254,GA,Fulton,Ss07c,6,14,52,5,20,160,251,512.4644,312.7326764,,
2257767,1126893,GA,Fulton,Ss07d,6,14,54,,,1,2,1.1364,0.802293675,,
348999,833318,GA,Fulton,Ss08a,6,14,52,11,55,246,870,922.08,692.5696793,,
349000,833349,GA,Fulton,Ss08b,6,14,52,4,23,148,206,463.5216,274.4549416,,
349001,586424,GA,Fulton,Ss08c,7,14,52,4,25,133,352,374.1027,279.671802,,
1812069,990729,GA,Fulton,Ss08d,6,14,52,18,58,189,673,762.5664,574.5842523,,
2206525,1116508,GA,Fulton,Ss08e,7,14,52,2,14,68,145,229.6085,159.3895579,,
1811005,990212,GA,Fulton,Ss09a,6,38,53,38,147,507,581,2213.9,1200.922796,,
1811006,990213,GA,Fulton,Ss09b,6,38,53,29,151,686,787,2586.1579,1452.400541,,
349004,833672,GA,Fulton,Ss11a,6,14,54,31,110,611,1434,2026.1607,1366.130735,,
349005,833624,GA,Fulton,Ss11b,6,38,54,12,40,201,577,647.7347,467.9154345,,
349006,677449,GA,Fulton,Ss11c,6,14,54,4,10,37,228,166.9421,136.6476304,,
349007,833407,GA,Fulton,Ss11d,6,38,54,6,17,97,109,269.2495,169.4730123,,
349008,833239,GA,Fulton,Ss12,6,14,54,23,83,569,899,1833.0861,1111.324404,,
349009,833673,GA,Fulton,Ss13a,6,14,54,10,45,435,633,1076.8869,643.0832553,,
349010,648412,GA,Fulton,Ss13b,6,38,54,13,42,318,583,794.4892,515.1648606,,
349011,833333,GA,Fulton,Ss14,6,14,54,9,34,335,273,1058.4704,540.456078,,
349012,833424,GA,Fulton,Ss15a,7,14,51,5,17,68,307,283.2238,217.245556,,
349013,833363,GA,Fulton,Ss15b,7,14,51,9,37,251,635,824.5682,577.0510308,,
2334212,1142966,GA,Fulton,Ss15c,7,14,51,7,36,117,808,633.6758,525.794198,,
349014,833561,GA,Fulton,Ss16,7,38,53,15,69,418,380,1551.5676,843.6784321,,
349015,833285,GA,Fulton,Ss17,7,14,51,26,95,565,966,2169.1116,1215.309826,,
349016,833676,GA,Fulton,Ss18a,7,14,53,2,15,81,94,288.0212,168.4978067,,
349017,592436,GA,Fulton,Ss18b,7,14,53,1,7,38,50,162.2524,92.92272498,,
2206514,1116509,GA,Fulton,Ss18c,7,14,53,4,8,49,58,179.4344,104.93071,,
1701112,946380,GA,Fulton,Ss19b,7,14,53,9,63,345,896,1171.5917,819.7812626,,
349019,833575,GA,Fulton,Ss20,7,14,51,13,61,317,917,1141.6722,799.0853826,,
349020,833271,GA,Fulton,Ss22,7,14,53,13,54,348,840,1424.4896,850.306573,,
349022,833698,GA,Fulton,Ss26,7,14,51,14,87,312,1465,1452.8485,1169.387306,,
2334215,1142967,GA,Fulton,Ss29c,7,14,52,19,83,474,1039,1442.754,959.4440522,,
349024,833495,GA,Fulton,Ss31,6,14,52,25,85,302,578,1079.8816,710.3676517,,
1701113,946381,GA,Fulton,Uc01a,6,38,68,8,56,66,1485,1284.5179,1160.87266,,
1771379,976472,GA,Fulton,Uc01b,6,39,63,,5,6,196,134.4379,119.6655086,,
1812072,990732,GA,Fulton,Uc01e,6,38,65,2,20,12,245,303.8449,279.9832076,,
1701114,946382,GA,Fulton,Uc02a,6,28,65,,8,8,135,120.1617,108.8551957,,
2029415,1088214,GA,Fulton,Uc02c,6,38,67,,2,1,49,39.5957,36.27393121,,
2244895,1124900,GA,Fulton,Uc02d,6,38,67,14,103,126,2092,2040.0178,1814.468734,,
2206513,1116510,GA,Fulton,Uc02e,6,28,67,1,3,10,74,51.3933,44.44755487,,
2341793,1144014,GA,Fulton,Uc02f,6,38,65,4,24,17,305,335.2674,301.3264722,,
2341788,1144015,GA,Fulton,Uc02g,6,38,67,15,151,117,2064,2269.3579,2076.112971,,
1701115,946383,GA,Fulton,Uc031,6,38,68,15,80,110,1350,1457.0622,1211.46596,,
349028,626447,GA,Gilmer,1,9,51,7,2,15,153,172,1977.2018,427.0067,,
349033,663564,GA,Gilmer,2,9,51,7,2,11,62,58,1213.422,194.7621483,,
349034,677513,GA,Gilmer,3,9,51,7,2,5,90,86,1167.9723,212.6911626,,
349035,632964,GA,Gilmer,4,9,51,7,1,5,53,44,902.2933,142.5617588,,
349036,620492,GA,Gilmer,5,9,51,7,1,20,158,136,1992.1924,400.0535574,,
349037,628667,GA,Gilmer,6,9,51,7,1,8,39,33,637.905,129.4644876,,
349038,680391,GA,Gilmer,7,9,51,7,4,12,56,48,1079.5163,196.6086888,,
349039,710769,GA,Gilmer,8,9,51,7,2,8,54,38,821.556,143.1097842,,
349040,677508,GA,Gilmer,9,9,51,7,2,6,85,97,1151.219,217.5619301,,
349029,668732,GA,Gilmer,10,9,51,7,2,5,73,70,1088.2197,194.9030404,,
349030,640752,GA,Gilmer,11,9,51,7,1,5,46,31,946.6497,162.0899076,,
349031,721720,GA,Gilmer,12,9,51,7,3,13,74,50,1111.57,191.0020092,,
