ID,,Geography,,,Districts,,,MyCampaign,,DVC Universe,,Expected Vote,,Turf Assignment,
VAN Precinct ID,DNC Precinct ID,State,County,Precinct Name,CD,SD,HD,Historic Vols,Total MyC,Mid Support DVC,High Support DVC,Exp Vote,Exp Dem,Region,Organizer
349032,586464,GA,Gilmer,13,9,51,7,1,15,82,80,1285.0476,253.449143,,
349041,660785,GA,Glascock,Edgh,12,23,128,,,7,8,126.6969,10.09236516,,
349042,660721,GA,Glascock,Gibs,12,23,128,,1,26,26,406.5772,41.96021886,,
349043,833497,GA,Glascock,Mill,12,23,128,,1,24,12,495.5192,39.15466943,,
349044,656967,GA,Glascock,Mitc,12,23,128,,1,20,19,348.7002,29.53957533,,
2308880,1139737,GA,Glynn,101mar,1,3,180,8,42,297,434,2506.0621,738.6311193,,
2308878,1139738,GA,Glynn,102bly,1,3,179,3,11,137,199,1323.2239,311.5113963,,
2308885,1139739,GA,Glynn,103brk,1,3,167,5,17,169,338,1455.2358,482.5844368,,
2308883,1139740,GA,Glynn,104ji,1,3,180,11,27,60,73,514.8736,196.3752044,,
2308875,1139741,GA,Glynn,201nsi,1,3,179,16,75,432,352,3886.09,1121.640016,,
2308874,1139742,GA,Glynn,202csi,1,3,179,42,107,432,387,4295.0459,1220.925735,,
2308871,1139743,GA,Glynn,203ssi,1,3,179,32,89,346,296,2841.7955,881.4132178,,
2308873,1139744,GA,Glynn,301cog,1,3,167,9,37,306,629,2811.448,817.6581968,,
2308886,1139745,GA,Glynn,302hld,1,3,167,13,39,434,1032,3064.5253,1121.547867,,
2308869,1139746,GA,Glynn,303ngy,1,3,167,18,61,431,635,2660.9704,913.6668901,,
2308882,1139747,GA,Glynn,304bal,1,3,179,5,28,258,560,1574.1807,563.9571993,,
2308877,1139748,GA,Glynn,401cst,1,3,179,17,65,313,1143,2370.4696,1110.678773,,
2308879,1139749,GA,Glynn,402the,1,3,179,8,39,197,727,1257.1743,683.1176018,,
2308881,1139750,GA,Glynn,500cpm,1,3,179,6,39,125,622,997.4435,573.8012688,,
2308872,1139751,GA,Glynn,501hcp,1,3,179,10,85,198,745,1315.5719,733.189687,,
2308876,1139752,GA,Glynn,502upp,1,3,179,11,53,174,1307,1110.741,899.536264,,
2308884,1139753,GA,Glynn,504aro,1,3,179,5,13,102,466,628.0598,314.8149633,,
349067,657071,GA,Gordon,1054,11,52,5,,3,38,36,933.127,125.3824416,,
349068,632965,GA,Gordon,1055,11,52,5,1,5,66,89,1173.0344,183.220628,,
349069,663569,GA,Gordon,1056,11,54,5,,11,208,229,3401.2927,526.3935941,,
349071,640828,GA,Gordon,1063,11,54,6,,2,42,36,710.1297,100.5246622,,
349072,657104,GA,Gordon,1064,11,52,5,1,3,30,26,442.8397,78.90253314,,
349073,586487,GA,Gordon,1235,11,54,6,1,3,43,44,882.2238,127.5482539,,
349075,614105,GA,Gordon,849-A,11,54,5,1,19,265,391,3307.5719,629.6338902,,
349076,657056,GA,Gordon,849-B,11,54,5,10,64,655,1140,5315.4038,1322.95559,,
349077,695817,GA,Gordon,856,11,52,5,1,10,72,84,1165.4436,180.6570222,,
349078,717386,GA,Gordon,874,11,54,5,,5,67,58,1290.2742,176.9842688,,
349079,680381,GA,Gordon,973,11,54,5,1,9,101,140,1844.2636,298.332577,,
349080,594586,GA,Gordon,980,11,54,5,,2,58,69,829.4637,127.8118456,,
349081,721748,GA,Grady,B,2,11,171,,4,38,49,500.329,83.81012937,,
349082,717426,GA,Grady,C04,2,11,173,2,20,178,1015,1079.0261,740.3393569,,
349083,657115,GA,Grady,C05,2,11,173,3,18,182,620,1212.0857,473.4904068,,
349084,630798,GA,Grady,D,2,11,173,,2,41,77,310.6043,98.13560985,,
349085,682693,GA,Grady,H,2,11,171,,7,67,142,545.6796,167.7368259,,
349086,682710,GA,Grady,L,2,11,171,,,17,29,209.6872,39.83317968,,
349087,710840,GA,Grady,M,2,11,173,,4,95,160,799.0076,186.8159077,,
349088,717422,GA,Grady,P,2,11,173,1,2,69,190,487.9439,146.2191725,,
349089,640750,GA,Grady,R,2,11,171,1,5,30,79,326.3591,94.86250177,,
349090,657035,GA,Grady,S,2,11,171,,2,33,41,428.3249,67.72797129,,
349091,709094,GA,Grady,Sh,2,11,171,,1,25,36,365.6802,53.65868133,,
349092,660805,GA,Grady,W,2,11,171,,2,59,158,641.3631,147.2112895,,
349093,628627,GA,Grady,Wl,2,11,173,,8,98,168,1326.4722,243.3417175,,
349094,682703,GA,Greene,1,10,24,124,5,43,287,1131,2382.5467,1161.118737,,
349097,710811,GA,Greene,4,10,24,124,1,8,151,567,1061.792,524.3282158,,
349098,709106,GA,Greene,5,10,24,124,2,5,89,300,571.7788,284.3266439,,
349099,710829,GA,Greene,6,10,24,124,,2,19,107,246.766,119.3070998,,
349101,694121,GA,Greene,8,10,24,124,24,83,718,532,6859.9218,1777.656749,,
349102,689796,GA,Gwinnett,1,10,46,111,23,138,1232,3704,4645.4606,2816.649599,,
349172,628633,GA,Gwinnett,2,13,43,95,11,91,293,2001,1957.8023,1499.900036,,
349183,618429,GA,Gwinnett,3,10,46,105,12,82,927,2242,2873.1898,1733.859932,,
349194,704509,GA,Gwinnett,4,9,45,99,4,22,379,845,1256.2383,694.6237252,,
349205,616294,GA,Gwinnett,5,13,9,110,11,71,432,1114,1761.5133,1010.343259,,
349216,594609,GA,Gwinnett,6,9,7,107,11,77,579,1634,2041.4538,1221.698269,,
349227,694162,GA,Gwinnett,7,4,7,99,23,111,896,2287,3231.6638,1990.466775,,
349238,660787,GA,Gwinnett,8,9,45,104,11,77,671,1196,3173.7738,1398.662282,,
349249,632960,GA,Gwinnett,9,9,45,103,14,72,811,1330,3755.7325,1529.988622,,
349103,648408,GA,Gwinnett,10,13,55,110,6,47,366,882,1561.6304,837.6344866,,
349114,657061,GA,Gwinnett,11,13,9,108,5,50,448,1185,1298.2083,836.3883654,,
349125,626476,GA,Gwinnett,12,13,9,88,19,94,773,2787,2467.2943,1743.227663,,
349136,677433,GA,Gwinnett,13,9,45,104,5,38,446,721,1942.2004,816.5542828,,
349147,594602,GA,Gwinnett,14,13,9,108,11,84,593,1020,2198.9196,1160.416826,,
349158,694167,GA,Gwinnett,15,13,9,102,14,76,651,1773,2053.0914,1235.140461,,
349168,620513,GA,Gwinnett,16,13,9,102,30,116,684,2576,2697.6211,1879.73707,,
349169,657059,GA,Gwinnett,17,13,5,109,9,34,418,1669,1304.2049,964.9412195,,
349170,682668,GA,Gwinnett,18,13,5,106,6,52,426,1405,1348.1419,893.3259626,,
349171,679605,GA,Gwinnett,19,13,9,106,8,56,521,1266,1459.0195,898.6570675,,
349173,689800,GA,Gwinnett,20,4,5,96,4,53,336,1351,1036.9349,777.2883511,,
349174,630787,GA,Gwinnett,21,4,5,98,12,60,465,1578,1245.0958,904.5497534,,
349175,632930,GA,Gwinnett,22,4,40,97,8,51,347,692,1445.8679,785.865973,,
349176,721732,GA,Gwinnett,23,4,5,98,6,33,252,1134,800.9498,577.1712339,,
349177,586410,GA,Gwinnett,24,9,45,103,5,42,669,1264,2233.8155,1035.176131,,
349178,679619,GA,Gwinnett,25,9,48,100,14,86,1037,1753,3421.4776,1627.064183,,
349179,656979,GA,Gwinnett,26,9,7,103,11,82,781,2092,2451.4239,1502.47066,,
349180,695820,GA,Gwinnett,27,9,45,105,9,62,767,1399,2805.0661,1400.893518,,
349181,626518,GA,Gwinnett,28,9,45,104,11,94,961,2080,3810.1985,1948.801683,,
349182,679629,GA,Gwinnett,29,13,9,108,4,25,252,442,938.6235,452.9682202,,
349184,709098,GA,Gwinnett,30,13,55,93,11,68,308,1391,1502.3754,1006.842776,,
349185,648440,GA,Gwinnett,31,9,45,105,4,45,490,1059,1787.7483,907.1967443,,
349186,592426,GA,Gwinnett,32,13,9,108,9,68,505,1113,1755.3664,1018.692707,,
349187,614057,GA,Gwinnett,33,13,9,108,6,23,411,752,1344.8944,730.3501126,,
349188,663562,GA,Gwinnett,34,13,9,108,5,26,411,1095,1037.1472,653.5407221,,
349189,677463,GA,Gwinnett,35,13,55,94,13,72,625,1796,2259.797,1389.662552,,
349190,594567,GA,Gwinnett,36,13,55,94,9,73,490,1167,1970.4568,1124.856602,,
349191,636992,GA,Gwinnett,37,4,40,97,2,20,235,893,712.8657,502.7436849,,
349192,620562,GA,Gwinnett,38,4,5,96,5,38,388,1268,1107.8209,739.3870899,,
349193,652642,GA,Gwinnett,39,9,45,30,13,89,1159,1815,4630.0028,1941.880078,,
349195,650480,GA,Gwinnett,40,4,7,97,20,106,747,1570,2947.9134,1635.721725,,
349196,654811,GA,Gwinnett,41,13,43,112,18,118,676,3170,3213.7569,2288.390236,,
349197,695818,GA,Gwinnett,42,9,45,102,3,34,434,1065,1629.1979,829.0204869,,
349198,614117,GA,Gwinnett,43,4,5,109,2,28,286,1252,897.0154,665.9001634,,
349199,618435,GA,Gwinnett,44,13,55,95,17,102,428,2290,2011.4693,1510.927501,,
349200,640821,GA,Gwinnett,45,13,55,94,18,88,345,1444,1812.6296,1287.550835,,
349201,665719,GA,Gwinnett,46,13,55,95,9,30,253,612,1037.3765,515.3421657,,
349202,620556,GA,Gwinnett,47,13,9,106,12,71,540,999,1959.138,1056.543163,,
349203,663547,GA,Gwinnett,48,4,7,96,7,51,639,1216,1844.1734,992.3315138,,
349204,652669,GA,Gwinnett,49,13,55,94,8,50,307,920,1134.5916,702.3999917,,
349206,652720,GA,Gwinnett,50,4,5,96,5,32,398,1138,921.8859,614.6836472,,
349207,630777,GA,Gwinnett,51,4,5,98,6,32,251,1066,751.6596,581.4671619,,
349208,628656,GA,Gwinnett,52,13,55,108,14,58,349,791,1540.2904,843.6318109,,
349209,710759,GA,Gwinnett,53,13,55,95,8,58,458,1935,1807.2386,1271.976811,,
349210,636969,GA,Gwinnett,54,9,48,100,8,58,763,1171,3155.7261,1324.517738,,
349211,640774,GA,Gwinnett,55,9,45,103,8,49,647,1228,2568.1903,1124.280432,,
349212,652707,GA,Gwinnett,56,4,7,97,6,35,335,694,1186.7834,636.0073572,,
349213,626481,GA,Gwinnett,57,4,7,97,13,100,946,2076,2417.1668,1503.90267,,
349214,614058,GA,Gwinnett,58,4,5,98,6,49,405,1650,1280.563,911.8802428,,
349215,677442,GA,Gwinnett,59,4,40,97,7,76,412,1859,1464.7093,1109.324792,,
349217,657043,GA,Gwinnett,60,9,5,102,7,51,393,2209,1748.419,1269.70585,,
349218,616290,GA,Gwinnett,61,13,5,106,5,35,309,831,1247.0789,653.3663524,,
349219,660746,GA,Gwinnett,62,4,7,48,12,51,295,324,1751.5005,771.0766882,,
349220,626484,GA,Gwinnett,63,4,7,48,16,42,392,458,2095.0241,889.3095214,,
349221,636923,GA,Gwinnett,64,13,55,94,20,82,315,1541,1778.871,1322.319449,,
349222,594619,GA,Gwinnett,65,4,9,98,5,25,346,883,861.7912,544.5311395,,
349223,592400,GA,Gwinnett,66,4,5,98,8,46,348,1364,1145.5541,821.7790865,,
349224,652742,GA,Gwinnett,67,9,45,105,11,96,1082,2799,3141.0149,1846.686337,,
349225,640780,GA,Gwinnett,68,13,9,94,14,81,561,1549,2099.5379,1273.684576,,
349226,614059,GA,Gwinnett,69,13,9,94,17,73,437,1507,1887.6188,1193.471293,,
349228,614111,GA,Gwinnett,70,9,7,103,11,78,588,1125,2246.7937,1119.608974,,
349229,606261,GA,Gwinnett,71,9,5,102,8,85,446,2270,1997.2931,1469.103016,,
349230,717397,GA,Gwinnett,72,4,5,109,8,62,457,2434,1621.847,1289.759935,,
349231,648391,GA,Gwinnett,73,4,40,48,5,49,276,671,1187.2806,674.8028168,,
349232,618439,GA,Gwinnett,74,4,5,109,2,26,160,975,656.2903,512.0982519,,
349233,640725,GA,Gwinnett,75,13,55,95,32,193,448,2794,2853.9675,2272.175849,,
349234,689781,GA,Gwinnett,76,13,43,93,15,95,359,2004,2078.8343,1530.491203,,
349235,672052,GA,Gwinnett,77,9,7,107,16,107,958,2699,2755.0269,1806.883841,,
349236,636959,GA,Gwinnett,78,13,9,102,5,84,755,2088,2407.7025,1541.50783,,
349237,592462,GA,Gwinnett,79,13,9,108,7,39,501,968,1656.8226,918.7740949,,
349239,632956,GA,Gwinnett,80,13,9,110,29,169,789,3367,3803.1242,2554.344284,,
349240,632946,GA,Gwinnett,81,13,55,93,10,81,528,1928,2230.4541,1420.027792,,
349241,632921,GA,Gwinnett,82,4,7,97,17,106,820,2255,2517.2945,1668.416341,,
349242,652723,GA,Gwinnett,83,9,7,107,10,51,797,1712,2265.878,1290.231735,,
349243,680386,GA,Gwinnett,84,13,9,106,5,50,467,1654,1506.5718,1053.030037,,
349244,680390,GA,Gwinnett,85,9,7,107,14,71,708,1476,2368.2552,1284.088545,,
349245,695798,GA,Gwinnett,86,4,5,109,2,29,357,1277,1005.1227,706.326231,,
349246,710765,GA,Gwinnett,87,4,5,96,6,42,643,1663,1654.7899,1038.374338,,
349247,626448,GA,Gwinnett,88,13,55,95,15,78,372,2293,2015.5386,1534.07939,,
349248,640813,GA,Gwinnett,89,9,45,103,14,63,706,1349,2323.6383,1180.025424,,
349250,620576,GA,Gwinnett,90,9,7,102,7,61,515,1425,1603.8097,991.9369725,,
349251,592433,GA,Gwinnett,91,13,9,110,17,107,715,2229,2931.1995,1860.460594,,
349252,644646,GA,Gwinnett,92,13,9,108,12,53,441,891,1751.0637,922.0811479,,
349253,616295,GA,Gwinnett,93,13,9,108,12,67,710,1326,2431.7937,1322.010204,,
349254,644667,GA,Gwinnett,94,13,9,106,8,49,388,799,1543.76,760.5786118,,
349255,636979,GA,Gwinnett,95,4,7,96,14,92,815,3530,2509.0118,1901.532838,,
349256,636946,GA,Gwinnett,96,4,7,99,8,44,533,1008,1802.533,919.3720989,,
349257,620508,GA,Gwinnett,97,9,7,107,17,93,968,2063,2830.2454,1624.37142,,
349258,694194,GA,Gwinnett,98,9,7,107,10,48,539,1209,1665.5499,1001.757567,,
349259,586453,GA,Gwinnett,99,4,7,96,7,39,703,1515,1672.8988,1019.703585,,
349104,660779,GA,Gwinnett,100,9,45,99,14,72,833,1349,2731.9594,1418.211169,,
349105,626533,GA,Gwinnett,101,4,40,97,9,32,250,690,1020.5712,596.3863718,,
349106,620559,GA,Gwinnett,102,9,45,103,9,33,460,726,1829.7379,755.4737825,,
349107,673716,GA,Gwinnett,103,13,9,109,5,38,440,1529,1297.2227,893.032133,,
349108,660798,GA,Gwinnett,104,13,43,93,27,158,470,3364,3105.3283,2447.611716,,
349109,657038,GA,Gwinnett,105,9,48,99,7,50,709,1074,2304.835,1053.077493,,
349110,672045,GA,Gwinnett,106,9,7,99,15,100,1121,2437,3293.7221,1827.639493,,
349111,614125,GA,Gwinnett,107,13,9,108,5,31,259,529,891.6718,491.7312071,,
349112,710837,GA,Gwinnett,108,13,43,110,7,62,564,2160,2131.5785,1445.153978,,
349113,670378,GA,Gwinnett,109,13,9,108,8,37,360,786,1282.5043,718.9351955,,
349115,695809,GA,Gwinnett,110,13,5,107,1,23,344,1138,995.6497,682.5847982,,
349116,654835,GA,Gwinnett,111,4,7,97,9,48,563,1202,1748.1946,974.6969984,,
349117,586463,GA,Gwinnett,112,13,55,108,14,67,462,896,1999.8601,1052.968305,,
349118,677479,GA,Gwinnett,113,4,5,98,2,23,315,774,821.9887,509.5154599,,
349119,656964,GA,Gwinnett,114,4,7,96,17,90,621,1478,2207.1865,1251.550422,,
349120,694147,GA,Gwinnett,115,13,5,106,11,59,906,2215,2327.8494,1472.651374,,
349121,614113,GA,Gwinnett,116,13,5,109,8,70,648,2146,1708.7654,1176.853003,,
349122,637010,GA,Gwinnett,117,4,5,109,5,50,557,2183,1572.9635,1139.232407,,
349123,680400,GA,Gwinnett,118,13,55,94,4,44,309,680,1062.7509,607.6098491,,
349124,618399,GA,Gwinnett,119,13,9,108,8,47,398,773,1588.0242,805.4991253,,
349126,594594,GA,Gwinnett,120,13,9,108,1,22,234,604,630.6358,397.9364524,,
349127,636985,GA,Gwinnett,121,4,7,97,13,64,646,1135,2294.5021,1257.393649,,
349128,656978,GA,Gwinnett,122,13,43,95,24,191,414,3257,2972.9508,2313.824276,,
349129,650521,GA,Gwinnett,123,4,5,98,7,37,357,1454,1105.6332,797.3000569,,
349130,660752,GA,Gwinnett,124,9,7,107,6,55,320,1223,1182.5883,816.7779992,,
349131,657023,GA,Gwinnett,125,4,7,48,9,35,266,247,1399.2353,614.8789602,,
349132,694184,GA,Gwinnett,126,4,40,48,10,64,343,437,1973.3476,925.2518504,,
349133,654830,GA,Gwinnett,127,13,9,106,4,39,302,1084,1100.3177,744.5466075,,
349134,699818,GA,Gwinnett,128,9,7,107,11,48,541,1145,1623.4992,948.0829745,,
349135,717406,GA,Gwinnett,129,9,45,104,10,75,1024,1776,3953.7785,1782.985013,,
349137,636981,GA,Gwinnett,130,9,48,100,11,60,901,1219,2926.637,1328.911357,,
349138,682664,GA,Gwinnett,131,9,48,99,15,66,740,1076,2655.2266,1257.284746,,
349139,679613,GA,Gwinnett,132,9,7,105,12,50,533,1226,1841.6906,1047.257938,,
349140,594612,GA,Gwinnett,133,10,46,111,5,76,707,1577,2810.2451,1385.86169,,
349141,657021,GA,Gwinnett,134,13,9,110,17,127,494,2749,2766.2601,2005.267292,,
349142,715742,GA,Gwinnett,135,9,45,104,4,46,623,1006,2019.3063,923.5876318,,
349143,694176,GA,Gwinnett,136,9,45,105,10,56,861,1895,2762.7583,1455.103623,,
349144,710836,GA,Gwinnett,137,9,45,105,13,69,801,1523,2725.6517,1369.947056,,
349145,650531,GA,Gwinnett,138,4,7,99,22,101,1027,1814,2758.7795,1470.694348,,
349146,670404,GA,Gwinnett,139,13,9,106,15,92,823,3320,2657.4993,1967.377913,,
349148,680378,GA,Gwinnett,140,9,48,100,15,66,653,782,2548.6165,1051.887797,,
349149,628666,GA,Gwinnett,141,9,48,100,6,34,430,597,1796.8759,761.6088948,,
349150,652703,GA,Gwinnett,142,9,45,99,10,61,850,1523,2249.3652,1256.003232,,
349151,594616,GA,Gwinnett,143,13,9,106,21,94,748,2326,2712.3452,1747.870741,,
349152,632955,GA,Gwinnett,144,9,5,102,17,136,1026,4186,3443.3615,2565.127862,,
349153,684341,GA,Gwinnett,145,13,43,110,21,176,864,4746,4480.5839,3318.201712,,
349154,594617,GA,Gwinnett,146,13,9,110,16,150,1028,3987,4743.6444,3075.310839,,
349155,677470,GA,Gwinnett,147,9,9,110,13,88,813,2831,3079.8477,2000.780587,,
349156,614127,GA,Gwinnett,148,13,9,108,7,33,309,594,978.1415,517.9465366,,
349157,670400,GA,Gwinnett,149,9,7,107,8,59,440,889,1436.5323,799.1270676,,
349159,670420,GA,Gwinnett,150,4,7,96,7,39,304,1242,911.8973,677.4330349,,
349160,657077,GA,Gwinnett,151,10,46,111,11,59,482,1181,1953.5035,1034.005327,,
349161,694192,GA,Gwinnett,152,9,45,105,12,91,828,1798,3095.234,1661.193404,,
349162,594572,GA,Gwinnett,153,13,9,106,7,35,383,1056,1160.5079,700.2831188,,
349163,620582,GA,Gwinnett,154,9,45,105,10,30,534,989,2040.7418,932.3911827,,
349164,709100,GA,Gwinnett,155,9,7,99,19,74,744,1717,2286.2721,1329.351878,,
349165,657110,GA,Gwinnett,156,13,43,93,19,116,453,2601,2627.9688,1910.736079,,
349260,636976,GA,Habersham,1,9,50,10,15,63,573,531,9989.2201,1665.155539,,
349266,684368,GA,Habersham,2,9,50,10,6,44,612,699,7629.1166,1384.319058,,
349267,586492,GA,Habersham,3,9,50,10,,4,54,63,632.5065,124.6822229,,
349268,648401,GA,Habersham,4,9,50,32,1,1,50,53,462.2128,96.22017462,,
349274,592474,GA,Hall,1,7,49,29,18,66,517,570,3505.2185,998.847327,,
349285,652652,GA,Hall,2,9,49,29,9,47,572,1025,1946.643,816.8737934,,
349307,660768,GA,Hall,3,9,49,29,3,28,377,869,1702.8316,695.7627333,,
349308,632959,GA,Hall,4,7,49,29,4,23,342,420,2847.1277,704.3975563,,
349309,640764,GA,Hall,5,7,49,30,12,46,428,668,3369.8793,968.5066428,,
349310,654857,GA,Hall,6,7,49,30,5,26,349,649,2309.8608,735.2382934,,
349311,632927,GA,Hall,7,7,49,100,8,40,434,660,3597.8982,966.9141139,,
349312,650499,GA,Hall,8,9,49,30,3,28,233,390,2672.4803,580.1575098,,
349275,672054,GA,Hall,9,9,49,30,11,44,468,867,2967.4386,897.8823842,,
349276,679650,GA,Hall,10,9,49,30,2,23,466,686,3048.2633,834.3938673,,
349277,677490,GA,Hall,11,9,50,31,5,48,768,1572,2496.2083,1079.461787,,
349278,636930,GA,Hall,12,9,49,27,4,23,265,504,2270.3236,580.0984557,,
349280,636908,GA,Hall,13,9,49,27,4,13,147,285,2190.1295,411.6425929,,
349281,654823,GA,Hall,14,9,49,27,1,8,90,103,2456.4726,341.8586981,,
349282,682709,GA,Hall,15,9,49,27,1,8,118,122,2107.3559,312.4542186,,
349283,657006,GA,Hall,16,7,49,27,9,34,288,416,3937.8918,838.0368967,,
349284,614026,GA,Hall,17,7,49,27,3,21,186,254,2771.8987,586.9889361,,
349286,679640,GA,Hall,18,7,49,28,4,32,179,246,2365.1904,510.3014168,,
349287,660816,GA,Hall,19,9,49,27,5,21,209,257,2698.8182,558.0908578,,
349288,715735,GA,Hall,20,9,49,27,13,39,193,268,2840.5081,620.7860619,,
349289,592393,GA,Hall,21,9,49,29,4,41,343,566,2192.0021,692.6815225,,
349290,632950,GA,Hall,22,9,49,29,4,51,299,1440,1234.155,909.8297361,,
349291,620490,GA,Hall,23,9,49,29,4,35,586,1210,1772.7727,826.5309849,,
349292,650507,GA,Hall,24,9,49,29,11,41,280,534,1544.5962,545.5810816,,
349293,656973,GA,Hall,25,9,49,27,6,19,119,213,729.8891,237.5855742,,
349294,657004,GA,Hall,26,9,50,27,,1,43,71,739.6645,124.8388772,,
349295,650516,GA,Hall,27,9,49,27,3,13,139,160,2767.5678,429.9912662,,
349297,586387,GA,Hall,28,9,49,30,18,85,703,1073,6614.4262,1841.713146,,
349298,620503,GA,Hall,29,7,49,103,6,30,416,600,2548.0852,796.1327847,,
349300,689803,GA,Hall,30,7,49,30,5,31,319,554,2767.8616,769.9622869,,
349301,682715,GA,Hall,31,7,49,103,11,51,358,486,2915.0097,859.6471315,,
349313,614124,GA,Hancock,01a,10,26,128,1,16,114,241,789.9539,381.8672576,,
349314,586454,GA,Hancock,01b,10,26,128,2,8,44,254,351.5882,279.1001584,,
349315,650484,GA,Hancock,02a,10,26,128,1,7,69,424,564.8593,438.5111606,,
349316,668729,GA,Hancock,02b,10,26,128,1,5,16,208,296.2437,236.6367131,,
349317,695781,GA,Hancock,03a,10,26,128,,1,10,161,203.1899,164.0453208,,
349318,670382,GA,Hancock,03b,10,26,128,,6,52,321,418.2824,321.4364134,,
1827721,995906,GA,Hancock,03c,10,26,128,,1,24,49,232.3201,93.68834149,,
1827722,995907,GA,Hancock,04a,10,26,128,1,11,61,414,570.1621,452.256841,,
1827723,995908,GA,Hancock,04b,10,26,128,1,5,37,141,249.6228,167.9554934,,
1827724,995909,GA,Hancock,04c,10,26,128,,6,12,43,86.885,67.44745207,,
349324,663532,GA,Haralson,2,3,30,18,3,22,320,420,4070.5261,639.6266851,,
349325,594589,GA,Haralson,3,3,30,18,2,7,78,61,1581.0604,183.2217889,,
349326,648406,GA,Haralson,4,3,30,18,,3,35,30,664.687,74.99635981,,
349327,620561,GA,Haralson,5,3,30,18,,2,43,38,1030.7918,106.0741163,,
349328,636940,GA,Haralson,6,3,30,18,3,4,22,16,563.0442,58.61072305,,
349329,650551,GA,Haralson,7,3,30,18,,1,7,4,244.856,23.88605681,,
349330,614035,GA,Haralson,8,3,30,18,,,15,13,524.9452,50.33913518,,
349331,660778,GA,Haralson,9,3,30,18,,,5,2,228.5486,16.29666068,,
349320,592416,GA,Haralson,10,3,30,18,1,8,69,88,1210.446,164.4135091,,
349321,679606,GA,Haralson,11,3,30,18,,2,14,13,435.1521,46.52268852,,
349322,694128,GA,Haralson,12,3,30,18,3,13,86,106,1720.6236,233.5402718,,
349323,594604,GA,Haralson,13,3,30,18,2,6,36,36,692.0684,85.0021151,,
349332,632908,GA,Harris,Ca,3,29,139,6,28,180,332,2089.0164,534.2338575,,
349333,668721,GA,Harris,El,3,29,139,8,49,280,617,2980.2634,883.4335386,,
349334,614087,GA,Harris,Gm,3,29,138,2,23,155,304,1190.0641,366.3705448,,
349335,654828,GA,Harris,Ha,3,29,138,3,30,241,515,1881.6811,616.8041333,,
349336,626520,GA,Harris,L9,3,29,138,1,15,148,208,1815.0157,410.1484301,,
349337,710775,GA,Harris,Mg,3,29,138,2,27,192,338,2249.7752,546.1556331,,
349338,626463,GA,Harris,Pv,3,29,138,2,8,55,71,813.228,141.2919135,,
349339,636928,GA,Harris,Sk,3,29,138,3,13,82,200,631.9295,228.8497085,,
349340,616256,GA,Harris,U9,3,29,138,1,6,111,131,1187.2237,237.3923354,,
349341,652654,GA,Harris,Vp,3,29,138,1,7,56,110,536.251,154.6253538,,
349342,689761,GA,Harris,Wa,3,29,139,8,30,209,503,1959.14,635.1991237,,
349343,650563,GA,Harris,Wh,3,29,138,3,15,85,183,1041.8582,266.2547427,,
349344,650568,GA,Hart,2,10,24,33,7,40,489,996,4180.0368,1115.428224,,
349345,652672,GA,Hart,3,10,24,33,1,8,128,189,1210.1978,233.2465266,,
349346,620533,GA,Hart,4,10,24,33,1,10,129,221,755.0489,248.9453752,,
349347,682705,GA,Hart,5,10,24,33,5,22,212,204,2509.5793,447.8960097,,
349348,628650,GA,Hart,6,10,24,33,,2,94,125,1009.9955,190.1269296,,
349349,670410,GA,Hart,7,10,24,33,,5,97,87,1172.5085,196.7866939,,
349350,673713,GA,Hart,8,10,24,33,,3,82,192,884.3751,213.8092857,,
349351,616248,GA,Heard,Cen,3,6,72,,3,66,81,1291.0675,158.5413529,,
349352,660736,GA,Heard,Coo,3,6,72,,1,27,34,398.4474,52.16367875,,
349353,677458,GA,Heard,Eno,3,6,72,1,6,39,45,667.1698,87.52090593,,
349354,618405,GA,Heard,Eph,3,6,72,,4,36,24,888.762,92.10423155,,
349355,721727,GA,Heard,Fra,3,6,72,1,9,135,226,1270.2298,250.5674237,,
349358,650547,GA,Heard,Sou,3,6,72,1,2,39,60,417.7748,81.61837687,,
349360,1154736,GA,Henry,25 Locust Grove,10,25,117,22,198,809,4190,4343.1069,3147.192448,,
349361,1154737,GA,Henry,26 Tussahaw,10,25,81,5,28,258,533,2027.3425,590.8526852,,
349362,1154738,GA,Henry,27 Sandy Ridge,10,25,81,5,52,474,1080,2917.5548,1099.256966,,
349363,1154739,GA,Henry,28 Westside,10,17,117,13,128,399,3473,2572.0301,2071.622314,,
349364,1154740,GA,Henry,29 Lowes,10,17,117,48,270,1072,6015,5704.9416,4120.861678,,
349365,1154741,GA,Henry,30 South Hampton,3,17,74,13,93,584,2319,3090.2698,1830.028259,,
349366,1154742,GA,Henry,31 North Hampton,3,17,74,14,136,763,3350,3879.9586,2612.382929,,
349367,1154743,GA,Henry,32 Mount Carmel,13,17,78,33,240,716,4104,4084.3168,3266.160596,,
349368,1154744,GA,Henry,33 Red Oak,13,17,78,39,171,537,3530,3428.5923,2870.679834,,
349369,1154745,GA,Henry,34 Wesley Lakes,10,17,117,24,168,538,3859,3455.7616,2685.651697,,
349370,1154746,GA,Henry,35 McDonough,10,42,117,11,61,266,1978,1896.0251,1413.642375,,
349371,1154747,GA,Henry,36 McMullen,10,42,81,9,69,420,1121,2445.3985,1120.037159,,
349372,1154748,GA,Henry,37 East Lake,10,42,81,15,89,469,1241,2583.5045,1244.009342,,
349373,1154749,GA,Henry,38 Hickory Flat,13,17,115,21,150,484,2861,3185.4224,2301.864981,,
