van_precinct_id,van_precinct_name,county_name,Current Region,Current Turf,HDs,Zips,voters,supporters
296867,304 - Copper Creek,Scott,R13 - Southwest,R13B - Galax,045,"24251, 24250",264,6
297009,303 - Paint Lick,Tazewell,R13 - Southwest,R13B - Galax,043,"24651, 24637, 24609, 24641",2198,101
297174,043 - Pleasant Crossing,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23323, 23322",2639,668
297290,701 - Ward Seven,Hopewell (City),R07 - South Richmond,R07C - HD 75,075,23860,2137,1218
297481,105 - One Hundred Five,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,23221,1838,1345
297258,115 - Wythe,Hampton (City),R08 - Newport News,R08A - Hampton,087,"23898, 23661",1890,1114
297482,106 - One Hundred Six,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,"23221, 23226",2142,980
295564,201 - Dromgoole,Brunswick,R11 - Southside,R11A - Emporia,083,"23857, 23887, 23868",332,139
2228452,403 - Cedar Grove,Isle of Wight,R09 - Suffolk,R09D - Misc,083,"23314, 23606, 23430",1749,500
295687,305 - Beach,Chesterfield,R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23832, 23838",1317,282
296299,302 - Axton,Henry,R13 - Southwest,R13A -  Greater CD9,048,"24112, 24054",1182,444
296389,817 - Sanders Corner,Loudoun,R03 - Loudoun,R03A - Ashburn,028,"20147, 20148",2981,1560
297589,006 - South Salem No 1,Salem (City),R12 - Shenandoah,R12B - North Roanoke,040,24153,1450,349
1071020,102 - Old Town,Winchester (City),R12 - Shenandoah,R12E - Winchester,032,"22603, 22601",2586,1251
296593,203 - Russell Creek,Patrick,R13 - Southwest,R13A -  Greater CD9,047,"24112, 24171",1016,139
296802,202 - Highland Belle,Rockbridge,R12 - Shenandoah,R12D - Staunton,037,"24473, 24450",2083,522
296880,202 - Mt Jackson,Shenandoah,R12 - Shenandoah,R12A - Harrisonburg,033,"22842, 22853, 22824, 22847, 22652, 22844",2422,326
297287,401 - Ward Four,Hopewell (City),R07 - South Richmond,R07C - HD 75,075,23860,2726,1436
295602,101 - Brookville,Campbell,R13 - Southwest,R13E - Lynchburg,052,"24502, 24551",2996,536
295854,318 - Westmoreland,Fairfax,R02 - Fairfax,R02G - McLean,006,22101,1693,1140
295888,427 - Island Creek,Fairfax,R04 - Prince William,R04G - Spring Hill,017,"22315, 22079",3047,2088
1071011,854 - Newgate South,Fairfax,R02 - Fairfax,R02B - Centreville,010,"20124, 22030, 20121",3082,1696
1866917,010 - Old Southwest-Wasena,Roanoke (City),R12 - Shenandoah,R12C - South Roanoke,038,"24016, 24015",3706,2156
2302175,715 - Oak Grove,Loudoun,R03 - Loudoun,R03H - Sterling,027,"20166, 20170",1510,948
295498,104 - Wilson,Augusta,R12 - Shenandoah,R12D - Staunton,035,"22980, 22939, 24401",2637,532
295909,523 - Poe,Fairfax,R02 - Fairfax,R02A - Annandale,014,"22312, 22151, 22003, 22203",3114,2169
296815,101 - Broadway,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,033,"24401, 22815, 22801",3007,468
297219,003 - Three,Fairfax (City),R02 - Fairfax,R02C - East Fairfax,011,"22033, 22030, 20170, 22031",3951,2554
1845263,514 - Crossroads,Fairfax,R02 - Fairfax,R02A - Annandale,004,"22204, 22302, 22206, 22041",1351,1103
295585,501 - Prater,Buchanan,R13 - Southwest,R13B - Galax,043,"24656, 24614, 24256",889,93
297137,006 - Deep Creek,Chesapeake (City),R09 - Suffolk,R09C - HD 89,089,23323,2786,1225
331414,112 - Freedom,Loudoun,R03 - Loudoun,R03G - South Riding,026,"20148, 22033, 20152",2819,1671
295844,306 - Great Falls,Fairfax,R02 - Fairfax,R02H - Reston,006,"22066, 22102",2326,1147
296317,001 - Monterey,Highland,R12 - Shenandoah,R12D - Staunton,035,"24465, 24458",616,110
297177,046 - Bells Mill II,Chesapeake (City),R09 - Suffolk,R09C - HD 89,089,23322,2679,929
297315,005 - Baldwin,Manassas (City),R03 - Loudoun,R03E - Manassas,020,"20110, 22401",3990,2336
297319,004 - Precinct #4,Martinsville (City),R13 - Southwest,R13A -  Greater CD9,048,24112,2063,1189
1569572,804 - Colchester,Fairfax,R02 - Fairfax,R02D - Fair Oaks,010,"22039, 22030",2003,1030
295750,601 - Mitchells,Culpeper,R05 - Fredericksburg,R05E - West,062,"22701, 22733, 22729",467,133
295941,855 - Saratoga,Fairfax,R04 - Prince William,R04H - West Springfield,018,"22150, 22153",3994,2629
296047,102 - Burnt Chimney,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24121, 24101, 24184",3775,581
892245,131 - Eagle View #1,Fairfax,R02 - Fairfax,R02D - Fair Oaks,011,22030,2197,1530
296521,304 - Precinct C-4,Montgomery,R13 - Southwest,R13A -  Greater CD9,042,24073,2746,1042
296326,302 - Pons,Isle of Wight,R09 - Suffolk,R09D - Misc,083,"23866, 23487, 23430",2686,1424
296368,401 - Precinct 4-1,Lancaster,R05 - Fredericksburg,R05A - East,067,"22576, 22578, 22480, 22191, 22482",1814,889
297064,302 - East Stone Gap,Wise,R13 - Southwest,R13B - Galax,045,"24230, 24273, 24219, 24246",3076,296
297068,101 - Royal Oak,Wythe,R13 - Southwest,R13B - Galax,046,"24323, 24382, 24368",858,44
424139,088 - Precinct 88,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10I - South,098,"23456, 22033",3197,1106
546533,094 - Precinct 94,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10C - HD 97,097,"23452, 23454, 23456",2461,1011
295384,604 - Brownsville,Albemarle,R14 - Charlottesville,R14C - S Charlottesville,055,"22920, 22943, 22932, 22903",3462,1932
295528,602 - Shady Grove Fire Department,Bedford,R13 - Southwest,R13E - Lynchburg,051,"24122, 24121, 24179, 24064, 24523, 24174",2481,228
295736,303 - Marshalls Store,Craig,R13 - Southwest,R13A -  Greater CD9,037,24127,342,36
296383,404 - Dryden,Lee,R13 - Southwest,R13B - Galax,045,"24243, 24277, 24244, 24219",1300,66
297198,006 - Ward Six,Danville (City),R13 - Southwest,R13C - The Hollers,049,24540,956,738
297417,412 - Ingleside,Norfolk (City),R10 - Virginia Beach / Norfolk,R10E - Norfolk Central,092,"23504, 23502",2323,1864
1058758,201 - Bartlett,Isle of Wight,R09 - Suffolk,R09D - Misc,083,"23661, 23314, 23608",3476,1299
2228460,635 - Woodlawn #2,Fairfax,R04 - Prince William,R04I - Woodbridge,019,"22309, 22060",3136,2352
2228484,859 - Liberty,Fairfax,R02 - Fairfax,R02B - Centreville,010,"20171, 22030, 22039, 20121, 20124",2311,1037
2257732,419 - North Courthouse,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,077,23236,2595,1549
295686,304 - Winfrees Store,Chesterfield,R11 - Southside,R11E - Colonial Heights / Chesterfield,074,"23838, 23803",2919,813
295759,401 - Precinct 4,Cumberland,R14 - Charlottesville,R14A - Central,056,"23040, 23901",1564,419
295772,502 - North Clintwood,Dickenson,R13 - Southwest,R13B - Galax,043,"24228, 24256",1618,170
296592,202 - Patrick Springs,Patrick,R13 - Southwest,R13A -  Greater CD9,047,"24148, 24171, 24133",1093,152
296822,201 - Singers Glen,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,034,"22815, 22802, 22830, 22850, 22834",1745,197
296876,101 - Orkney Springs,Shenandoah,R12 - Shenandoah,R12A - Harrisonburg,033,"22853, 22824, 22202, 22815, 22033, 22845, 22842, 22810",1720,327
2257739,137 - Precinct 137,Arlington,R01 - Inner Nova,R01G - Lee Heights,001,"22207, 22213, 22205",2845,2272
297077,602 - Zion,Wythe,R13 - Southwest,R13B - Galax,046,"24322, 24323, 24374, 24382, 24368, 24350",1532,94
297201,009 - Ward Nine,Danville (City),R13 - Southwest,R13C - The Hollers,049,24540,1338,754
295789,301 - South,Essex,R05 - Fredericksburg,R05A - East,068,"22504, 22454, 22560, 22437, 23115, 23023",2178,576
296265,409 - Mooreland,Henrico,R06 - North Richmond,R06G - West,058,"23229, 23238",1767,647
296946,703 - Lees Parke,Spotsylvania,R05 - Fredericksburg,R05C - HD 66,066,22407,4220,2484
1854601,627 - Ashbrook,Loudoun,R03 - Loudoun,R03D - Leesburg,028,20147,2029,1156
295561,101 - Brodnax,Brunswick,R11 - Southside,R11A - Emporia,083,"23950, 23893, 23920",570,271
296934,403 - Lee Hill Elementary,Spotsylvania,R05 - Fredericksburg,R05C - HD 66,066,"22408, 23803, 22405",4344,1965
2302157,423 - Simpson,Loudoun,R03 - Loudoun,R03D - Leesburg,029,20175,776,253
295887,426 - Greenspring,Fairfax,R04 - Prince William,R04H - West Springfield,018,22150,1877,1236
295938,623 - Alban,Fairfax,R04 - Prince William,R04H - West Springfield,018,"22150, 22153",3173,2146
296146,101 - Childrey,Halifax,R13 - Southwest,R13C - The Hollers,050,"24577, 23962",1117,333
296902,701 - Adwolfe,Smyth,R13 - Southwest,R13B - Galax,046,"24319, 24354, 24375",1894,128
297100,109 - Fire Department Headquarters,Alexandria (City),R01 - Inner Nova,R01A - Alexandria,005,"22314, 22043, 22205",2787,2144
297450,013 - St. Mark Missionary Baptist Church,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,23704,1444,1302
297478,101 - One Hundred One,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,"23226, 23229, 23173",1577,903
295753,703 - Lignum,Culpeper,R05 - Fredericksburg,R05E - West,062,"22726, 22718, 22741, 22714, 22701, 22734",1423,349
2228500,632 - Halley #1,Fairfax,R04 - Prince William,R04F - Lake Ridge,015,"22079, 22039",1147,637
2274033,102 - Richfield,Roanoke,R12 - Shenandoah,R12B - North Roanoke,040,24153,2372,438
295605,202 - Bedford Springs,Campbell,R13 - Southwest,R13E - Lynchburg,051,"24550, 24551, 24502, 22314",3063,486
295815,130 - Terra Centre,Fairfax,R04 - Prince William,R04H - West Springfield,015,"22150, 22015, 22039, 22030",2491,1575
295849,312 - Longfellow,Fairfax,R02 - Fairfax,R02G - McLean,006,"22101, 22043",2879,2062
296898,501 - Atkins,Smyth,R13 - Southwest,R13B - Galax,046,"24368, 24311, 24354",1835,83
296937,503 - Spotsylvania High,Spotsylvania,R05 - Fredericksburg,R05D - SW,063,"22553, 22551",2740,553
297588,005 - North Salem No 1,Salem (City),R12 - Shenandoah,R12B - North Roanoke,040,24153,2455,678
296882,302 - Edinburg,Shenandoah,R12 - Shenandoah,R12A - Harrisonburg,033,"20158, 22664, 22657, 22824",2054,318
2228512,803 - Ladd,Augusta,R12 - Shenandoah,R12D - Staunton,036,"22939, 22980",1187,221
2302182,716 - Ridgetop,Loudoun,R03 - Loudoun,R03H - Sterling,028,"20166, 20175, 20176",2277,1398
295788,201 - North,Essex,R05 - Fredericksburg,R05A - East,068,"22436, 22509, 22476, 22438, 22560, 22427, 23148",2213,1081
296210,215 - Lakeside,Henrico,R06 - North Richmond,R06C - Highland Park,080,23228,4110,2508
296328,402 - Windsor,Isle of Wight,R09 - Suffolk,R09B - HD 84,084,"23487, 23434",2771,770
296921,102 - Berkeley,Spotsylvania,R05 - Fredericksburg,R05C - HD 66,066,"22546, 23168, 22580, 22551, 22534",3729,795
297480,104 - One Hundred Four,Richmond (City),R06 - North Richmond,R06H - Westhampton,078,"23226, 23221",2056,1192
295984,842 - Parkway,Fairfax,R04 - Prince William,R04H - West Springfield,015,22015,2496,1480
296078,302 - Neff's Town,Frederick,R12 - Shenandoah,R12E - Winchester,032,22603,1093,264
296492,501 - South Hill East,Mecklenburg,R11 - Southside,R11A - Emporia,050,"23920, 23950, 23970",2431,912
296600,503 - Woolwine,Patrick,R13 - Southwest,R13A -  Greater CD9,047,"24185, 24088, 24171, 24120, 24091",1301,156
297046,702 - Wallace,Washington,R13 - Southwest,R13B - Galax,044,"24210, 24202",888,80
297200,008 - Ward Eight,Danville (City),R13 - Southwest,R13C - The Hollers,049,24540,1501,1090
295334,201 - Atlantic,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23302, 23416, 23308, 23407, 23359, 23303, 23337, 23442, 23395, 24121, 23415",1041,178
295700,404 - Providence,Chesterfield,R07 - South Richmond,R07E - North Chesterfield,076,"23235, 23236",3442,2075
296000,908 - Hidden Meadow,Fairfax,R02 - Fairfax,R02D - Fair Oaks,008,"22033, 20171",2481,1544
296819,105 - Lacey Spring,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,033,"22844, 22815, 22833, 22853, 22802",2416,187
297341,211 - Palmer,Newport News (City),R08 - Newport News,R08E - Nicewood,085,"23693, 23666, 23601, 23602, 23606",4343,3005
296548,502 - Chickahominy River,New Kent,R11 - Southside,R11C - HD 71,071,"23140, 23089",2166,315
297207,015 - Ward Fifteen,Danville (City),R13 - Southwest,R13C - The Hollers,049,"24541, 24540",2226,1150
1594345,119 - Arcola,Loudoun,R03 - Loudoun,R03G - South Riding,026,"20148, 20105, 20166",4984,3014
2257717,110 - Precinct 110,Arlington,R01 - Inner Nova,R01B - Arlington,002,"22207, 22201, 22211, 22204, 22209",5297,4158
296052,204 - Dudley,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24184, 22932, 24151",1896,297
297385,210 - Maury,Norfolk (City),R10 - Virginia Beach / Norfolk,R10D - Norfolk,092,"23507, 23222, 23517, 23510",2902,2025
297519,602 - Six Hundred Two,Richmond (City),R06 - North Richmond,R06A - Downtown,079,"23223, 23219",2428,2247
297668,042 - Precinct 42,Virginia Beach (City),R09 - Suffolk,R09F - South,096,"23464, 23452, 23455, 23456, 23504",3452,1594
2274034,105 - Precinct 105,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - West Norfolk,100,23455,960,322
295333,101 - Chincoteague,Accomack,R10 - Virginia Beach / Norfolk,R10F - North,100,"23337, 23336",3074,670
295649,201 - Precinct 2-1,Charles City,R11 - Southside,R11B - Gloucester,081,"23140, 23060, 23030",1877,983
296017,928 - Poplar Tree,Fairfax,R02 - Fairfax,R02B - Centreville,009,"20151, 20120",3082,1836
297232,501 - Precinct 5-1,Franklin (City),R09 - Suffolk,R09B - HD 84,084,23851,861,744
295785,402 - McKenney,Dinwiddie,R11 - Southside,R11A - Emporia,083,"23872, 23840, 23834",1443,427
297719,101 - Merrimans,Winchester (City),R12 - Shenandoah,R12E - Winchester,032,"22620, 22601",3411,1754
948800,311 - Swans Creek,Prince William,R04 - Prince William,R04B - Dumfries,023,"22026, 22153",3111,2194
295716,507 - Salisbury,Chesterfield,R07 - South Richmond,R07H - West,072,"22314, 23113",4314,1725
296063,504 - Gogginsville,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24151, 24065",2038,283
296400,210 - Cascades,Loudoun,R03 - Loudoun,R03H - Sterling,027,"22066, 20165, 20190",3838,2231
297118,001 - First Precinct,Bristol (City),R13 - Southwest,R13B - Galax,044,24201,2595,343
297477,003 - West Precinct,Radford (City),R13 - Southwest,R13A -  Greater CD9,042,24141,2830,889
2257760,125 - Precinct 125,Arlington,R01 - Inner Nova,R01C - Ballston,001,22203,3156,2611
295576,103 - Hurley,Buchanan,R13 - Southwest,R13B - Galax,043,"24620, 24603, 24614",1557,215
296762,501 - Precinct 5-1,Richmond,R05 - Fredericksburg,R05A - East,067,"22572, 22520",1153,214
2274042,101 - Precinct 101,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - West Norfolk,095,"23455, 23462",924,378
295875,413 - Fairfield,Fairfax,R04 - Prince William,R04C - Groveton,016,22309,3131,2555
296975,201 - Bacons Castle,Surry,R11 - Southside,R11D - HD 82,082,"23866, 23430, 23883, 23846",1136,578
297052,301 - Precinct 3-1,Westmoreland,R05 - Fredericksburg,R05A - East,067,"22193, 22520, 23221, 22734",1384,505
297055,101 - Appalachia,Wise,R13 - Southwest,R13B - Galax,045,24216,1571,138
297645,019 - Precinct 19,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,100,23455,1881,687
295372,306 - Porters,Albemarle,R14 - Charlottesville,R14C - S Charlottesville,055,"24562, 22959, 22938, 22946, 22937, 22969, 24590",1732,967
295481,302 - North River,Augusta,R12 - Shenandoah,R12D - Staunton,035,"24421, 24467, 22843, 24401, 22812, 24486",1648,159
296372,103 - Rose Hill,Lee,R13 - Southwest,R13B - Galax,045,"24263, 24248, 24281",1575,63
297058,103 - Guest River Voting Place,Wise,R13 - Southwest,R13B - Galax,045,"24219, 24230, 24293, 24273",1038,115
1058757,507 - Laurel Meadow,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23111, 23116",2595,590
295417,102 - Pamplin,Appomattox,R14 - Charlottesville,R14D - South,056,"24522, 23960, 23958",1692,329
295419,202 - Spout Spring,Appomattox,R14 - Charlottesville,R14D - South,056,"24593, 24522, 24538",1983,258
296026,203 - Ward 3,Fauquier,R03 - Loudoun,R03F - Misc,061,20186,1524,656
297170,039 - Lake Drummond,Chesapeake (City),R09 - Suffolk,R09F - South,091,"23320, 23323",2449,923
297168,037 - Bridgetown,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23456, 23322",3346,1095
297277,215 - Peake,Hampton (City),R08 - Newport News,R08C - HD 86,086,23669,1136,892
297636,010 - Precinct 10,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,099,23454,3689,1256
295599,502 - Glenmore,Buckingham,R14 - Charlottesville,R14A - Central,056,"23040, 23921, 24590, 24562, 24599",1097,365
295998,904 - Stonecroft,Fairfax,R02 - Fairfax,R02B - Centreville,009,"20151, 20120",2176,1171
296180,305 - Cool Spring,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23015, 23116, 23024",2640,801
297016,101 - Fork Town,Warren,R12 - Shenandoah,R12E - Winchester,031,22630,2350,749
297543,903 - Nine Hundred Three,Richmond (City),R07 - South Richmond,R07G - South Garden,077,23224,2380,2091
296505,101 - Saluda,Middlesex,R11 - Southside,R11B - Gloucester,068,"23061, 23031, 23149",676,188
295482,303 - Mount Solon,Augusta,R12 - Shenandoah,R12D - Staunton,035,"22812, 22843, 24421",1518,101
295749,502 - Rixeyville,Culpeper,R05 - Fredericksburg,R05E - West,061,"20109, 22151, 22724, 20136, 22701, 22737, 22714, 20106, 22734",2943,727
295832,227 - Sunrise Valley #1,Fairfax,R02 - Fairfax,R02I - Vienna,007,"22182, 22181, 20191",2206,1495
296069,703 - Rocky Mount South,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24088, 24151",1424,463
296827,301 - Keezletown,Rockingham,R12 - Shenandoah,R12A - Harrisonburg,034,"22832, 22846, 22980, 22802, 22801",1299,210
295637,301 - Hillsville C,Carroll,R13 - Southwest,R13B - Galax,047,"24312, 24343",2760,242
295697,401 - Harbour Pointe,Chesterfield,R07 - South Richmond,R07B - HD 73,073,23112,2288,1023
296066,603 - Coopers Cove,Franklin,R13 - Southwest,R13A -  Greater CD9,039,"24101, 24014",1305,166
296552,101 - Precinct 1-1,Northampton,R10 - Virginia Beach / Norfolk,R10F - North,100,"23606, 23310",2344,957
2294393,703 - Chase City East,Mecklenburg,R11 - Southside,R11A - Emporia,050,"23917, 23924",862,280
295663,103 - Enon,Chesterfield,R07 - South Richmond,R07C - HD 75,075,"23234, 23834, 23836, 23803",5732,2548
2228502,505 - Aylor,Frederick,R12 - Shenandoah,R12E - Winchester,031,"22655, 22663",1689,478
296318,003 - Wilsons Mill,Highland,R12 - Shenandoah,R12D - Staunton,035,"24465, 24484",140,16
296183,403 - Cold Harbor,Hanover,R06 - North Richmond,R06D - Mechanicsville,060,"23111, 23223",4167,908
297209,017 - Ward Seventeen,Danville (City),R13 - Southwest,R13C - The Hollers,049,24541,1970,671
297439,601 - Sixth Ward First Precinct,Petersburg (City),R11 - Southside,R11D - HD 82,082,"23805, 23223, 23803",3565,3232
546529,090 - Precinct 90,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10G - North Norfolk,100,23455,2323,849
295855,319 - Herndon #1,Fairfax,R02 - Fairfax,R02F - Herndon,008,20170,4478,2945
1866910,105 - South East Central,Harrisonburg (City),R12 - Shenandoah,R12A - Harrisonburg,034,"22801, 22807",1125,363
296854,401 - Drill,Russell,R13 - Southwest,R13B - Galax,043,"24260, 24646",162,20
296120,103 - Grant,Grayson,R13 - Southwest,R13B - Galax,046,"24363, 24378",450,51
296641,103 - Flat Rock,Powhatan,R14 - Charlottesville,R14A - Central,072,"23113, 23139",1017,154
297665,039 - Precinct 39,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10C - HD 97,097,"23462, 23455",2657,1167
296365,201 - Precinct 2-1,Lancaster,R05 - Fredericksburg,R05A - East,067,"22473, 22482, 22503",1732,877
1854600,626 - Ashby Ponds,Loudoun,R03 - Loudoun,R03A - Ashburn,028,20147,2132,1210
2274026,302 - Back Creek,Roanoke,R13 - Southwest,R13D - HD 41,041,"24059, 24153, 24018",3194,812
295848,311 - Langley,Fairfax,R02 - Fairfax,R02G - McLean,006,22101,2323,1225
295891,503 - Belvedere,Fairfax,R02 - Fairfax,R02A - Annandale,013,"22003, 22204, 22041",1840,1336
296073,104 - Cedar Creek,Frederick,R12 - Shenandoah,R12E - Winchester,031,"22655, 22645",1114,179
295719,510 - Sycamore,Chesterfield,R07 - South Richmond,R07B - HD 73,073,"23113, 23114, 23236",1467,682
296632,607 - Dry Fork,Pittsylvania,R13 - Southwest,R13C - The Hollers,048,"24549, 24531",600,89
295510,203 - Eastlake Community Church,Bedford,R13 - Southwest,R13E - Lynchburg,051,"24121, 24523",2832,368
295867,402 - Cameron,Fairfax,R04 - Prince William,R04C - Groveton,017,"22310, 22303",1288,873
295870,406 - Hayfield,Fairfax,R04 - Prince William,R04G - Spring Hill,017,"22315, 22310",2535,1510
295805,120 - Sideburn #1,Fairfax,R02 - Fairfax,R02C - East Fairfax,010,"22030, 22032",1133,623
297192,501 - Precinct 5-1,Covington (City),R12 - Shenandoah,R12B - North Roanoke,037,24426,816,95
297638,012 - Precinct 12,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10C - HD 97,097,"23452, 23454",3999,1950
1569605,501 - Wilton,Middlesex,R11 - Southside,R11B - Gloucester,068,"23071, 23169, 23112, 23176, 23070, 23009",1872,380
295985,843 - Fair Lakes,Fairfax,R02 - Fairfax,R02D - Fair Oaks,009,"20171, 22152, 22033",3761,2496
296345,501 - Roberts A,James City,R08 - Newport News,R08B - HD 69,069,23185,2187,1360
297448,010 - Mount Hermon Preschool Center,Portsmouth (City),R09 - Suffolk,R09E - Portsmouth,088,23707,1362,743
295597,401 - Maysville,Buckingham,R14 - Charlottesville,R14A - Central,056,"24553, 23936, 23921",1703,598
296511,302 - Church View,Middlesex,R11 - Southside,R11B - Gloucester,068,"23079, 23180, 22504, 23149, 23175, 23032",1697,527
296945,702 - Eastland Church,Spotsylvania,R05 - Fredericksburg,R05C - HD 66,066,"22407, 22408",4041,1937
297303,304 - Third Ward Fourth Precinct,Lynchburg (City),R13 - Southwest,R13E - Lynchburg,052,24502,2038,804
1854142,403 - Forestdale,Fairfax,R04 - Prince William,R04G - Spring Hill,017,"22204, 22150",1545,1061
296202,102 - Dumbarton,Henrico,R06 - North Richmond,R06G - West,080,"23228, 23060, 23294",3930,2800
296270,416 - Spottswood,Henrico,R06 - North Richmond,R06H - Westhampton,058,23229,1161,612
2228508,105 - Middletown,Frederick,R12 - Shenandoah,R12E - Winchester,031,"22630, 20110, 22610, 22645, 22657",1401,428
295609,303 - Altavista,Campbell,R13 - Southwest,R13E - Lynchburg,051,24517,2429,758
296423,503 - Dry Mill,Loudoun,R03 - Loudoun,R03D - Leesburg,029,"20175, 20147",1873,984
297176,045 - Sunray II,Chesapeake (City),R09 - Suffolk,R09E - Portsmouth,091,"23323, 23321",833,297
546532,093 - Precinct 93,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10J - West Norfolk,095,"23455, 23464, 23462, 23223",4185,3160
296533,101 - Rockfish,Nelson,R14 - Charlottesville,R14A - Central,055,"22958, 22192, 22920, 22938",2224,886
295535,101 - Bastian,Bland,R13 - Southwest,R13B - Galax,043,"24605, 24314",542,34
295828,223 - Glade,Fairfax,R02 - Fairfax,R02D - Fair Oaks,007,"20191, 23185",4071,2964
331413,312 - Briar Woods,Loudoun,R03 - Loudoun,R03G - South Riding,026,"20147, 20148",2460,1308
892253,053 - Fairways,Chesapeake (City),R09 - Suffolk,R09A - Chesapeake,090,"23320, 23322",2885,1422
296576,201 - Two West,Orange,R05 - Fredericksburg,R05E - West,062,"22733, 22551, 22960, 22567, 22968",2697,1020
296661,101 - Richard Bland,Prince George,R11 - Southside,R11D - HD 82,082,"23836, 23805",1409,467
296799,104 - Effinger,Rockbridge,R12 - Shenandoah,R12D - Staunton,037,24450,610,129
296804,203 - Vo-Tech,Rockbridge,R12 - Shenandoah,R12D - Staunton,036,24450,514,154
1569549,202 - South Madison,Caroline,R05 - Fredericksburg,R05C - HD 66,066,"22501, 23229, 22427, 22546",3155,1129
295474,101 - Jolivue,Augusta,R12 - Shenandoah,R12D - Staunton,036,24401,1622,346
295506,101 - Goodview Elem School,Bedford,R13 - Southwest,R13E - Lynchburg,051,"24065, 24095, 24179",2897,298
296370,101 - Elydale,Lee,R13 - Southwest,R13B - Galax,045,"24248, 24221",861,42
296424,504 - Smarts Mill,Loudoun,R03 - Loudoun,R03D - Leesburg,029,"20147, 20176, 20175",3520,1917
2294388,702 - Williams Grove,Mecklenburg,R11 - Southside,R11A - Emporia,050,"23917, 23924, 23915, 23970",1030,282
295572,402 - King's Store,Brunswick,R11 - Southside,R11A - Emporia,083,"23821, 23843, 23889, 23868",526,368
296115,401 - Shallow Well,Goochland,R14 - Charlottesville,R14A - Central,056,"23146, 23103",1210,314
295802,117 - Woodson #1,Fairfax,R02 - Fairfax,R02C - East Fairfax,015,"22031, 22032",2095,1376
297536,810 - Eight Hundred Ten,Richmond (City),R07 - South Richmond,R07G - South Garden,077,"23225, 23224",1846,1627
296349,201 - Clarks,King and Queen,R05 - Fredericksburg,R05A - East,068,"23231, 22572, 23927, 22560, 23023, 23177, 23148",1029,206
296508,201 - New Market,Middlesex,R11 - Southside,R11B - Gloucester,068,"23043, 23071, 23070, 23030",1872,335
297686,060 - Precinct 60,Virginia Beach (City),R10 - Virginia Beach / Norfolk,R10A - Virginia Beach,098,"23462, 23456",4063,1227
295509,202 - Staunton River High School,Bedford,R13 - Southwest,R13E - Lynchburg,051,"24121, 24523",1816,168
295806,121 - Villa,Fairfax,R02 - Fairfax,R02D - Fair Oaks,011,22030,2548,1556
296091,102 - Rich Creek,Giles,R13 - Southwest,R13A -  Greater CD9,042,"24147, 24124, 24093",1110,88
296597,402 - Stuart Fairgrounds,Patrick,R13 - Southwest,R13A -  Greater CD9,047,"24102, 24171",836,108
1569591,210 - Oak Hill,Hanover,R06 - North Richmond,R06E - North,059,23005,1095,302
2228467,241 - Flint Hill #2,Fairfax,R02 - Fairfax,R02I - Vienna,011,"22180, 22181",1637,1103
295532,702 - Liberty High School,Bedford,R13 - Southwest,R13E - Lynchburg,053,"24570, 24122, 24523, 24556",1717,242
296035,503 - Broad Run,Fauquier,R03 - Loudoun,R03F - Misc,061,"22714, 20137, 20187, 20119",2513,755
296465,502 - Peoples Community Center,Lunenburg,R11 - Southside,R11A - Emporia,050,"23974, 23944",695,398
296386,503 - Robbins Chapel,Lee,R13 - Southwest,R13B - Galax,045,"24265, 24282",194,14
297183,001 - First,Colonial Heights (City),R11 - Southside,R11E - Colonial Heights / Chesterfield,074,23834,2090,627
2228491,604 - Mount Vernon,Augusta,R12 - Shenandoah,R12D - Staunton,036,"24477, 22980, 22939",2277,358
296761,401 - Precinct 4-1,Richmond,R05 - Fredericksburg,R05A - East,067,"22435, 22460, 22503, 22572, 22473",1225,254
